044656446,A
044656218,A
044656244,A
044656094,A
044656056,H
044656173,H
044656527,H
044656209,H
044656522,H
044656158,A
044656031,A
044656047,A
044656060,A
044656293,A
044656365,A
044656468,A
044656021,A
044656131,A
044656256,A
044655968,H
044656481,A
044656547,A
044656212,A
044656265,A
044656284,H
044656345,H
044656306,A
044656448,A
044656195,A
044656458,A
044656535,A
044655946,A
044656003,A
044655944,A
044656028,H
044656144,H
044656172,H
044656315,H
044656388,H
044656079,H
044656098,H
044656540,H
044656237,A
044656290,A
044655948,H
044656057,H
044656252,A
044656504,A
044656266,A
044656273,A
044656514,A
044656010,H
044656038,H
044656005,H
044656314,H
044656323,H
044656383,A
044656519,A
044656061,A
044656215,A
044656470,A
044656382,H
044656466,H
044656111,A
044656188,A
044656196,A
044656204,A
044656137,H
044656330,H
044656375,H
044655970,H
044656051,H
044656229,H
044656202,H
044656286,H
044656429,H
044656040,A
044656046,A
044656474,A
044656086,A
044656302,A
044656048,H
044656080,H
044656459,H
044656045,H
044656359,H
044655971,A
044656109,A
044656189,A
044656351,A
044656357,A
044656171,A
044656008,H
044656015,H
044656526,A
044656380,H
044656482,H
044655988,H
044656054,A
044656340,A
044656505,A
044656260,A
044656369,A
044655982,A
044655989,A
044656027,A
044656379,A
044656329,H
044656370,H
044656066,H
044656072,H
044656447,H
044656272,A
044655966,A
044656322,A
044656538,H
044656134,H
044656156,H
044656254,H
044656070,A
044656510,A
044656551,H
044656465,A
044655975,H
044656145,A
044656250,H
044656298,H
044656509,A
044656327,A
044656389,H
044656395,H
044656475,H
044656498,H
044655953,A
044656123,H
044656515,H
044656084,H
044656167,H
044656483,A
044656558,A
044656192,H
044656263,H
044656275,H
044656537,H
044655941,A
044656022,A
044656055,A
044656078,A
044656461,A
044656353,A
044656399,A
044656445,A
044656085,A
044656125,A
044656164,H
044656234,H
044656328,H
044656336,H
044656431,H
044656168,A
044655984,A
044656220,A
044656337,A
044656279,A
044655999,H
044656533,A
044656082,A
044656409,A
044656536,A
044656170,H
044656333,H
044656205,A
044655958,A
044655993,A
044656052,A
044656117,A
044656203,A
044656213,A
044656228,A
044656404,A
044656427,A
044656525,A
044656563,A
044655952,A
044656393,A
044656518,A
044656020,H
044656400,H
044656566,H
044656062,A
044656095,A
044656182,A
044656386,A
044656142,H
044656367,H
044655947,H
044656037,H
044656121,H
044656150,H
044656300,H
044656118,A
044656130,A
044656222,A
044656421,A
044656346,A
044656366,A
044656411,H
044656528,A
044656541,A
044656014,A
044655985,H
044656543,H
044656419,A
044656472,A
044656494,A
044656110,A
044656344,A
044656354,A
044656387,A
044656437,A
044656497,A
044656268,H
044656282,H
044656371,H
044656415,H
044656486,H
044655960,A
044656007,A
044656165,A
044656174,A
044656033,H
044656092,H
044655957,A
044656492,H
044656184,H
044656341,H
044656030,H
044656097,H
044656460,A
044656478,A
044656500,A
044655963,H
044656485,H
044656550,H
044656224,A
044656069,A
