023610073,3,4
026366920,5,6
026382680,0,1
026523401,2,3
026552343,1,2
026792403,5,6
027138608,0,1
027200196,0,1
027379305,7,8
027412680,0,1
027474339,5,6
027537293,2,3
027645826,4,5
027678789,5,6
028103454,4,5
028154773,2,3
028215620,6,7
028262526,1,2
028283727,0,1
028358383,0,1
028378608,6,7
021034256,1,2
024367132,0,1
026287906,7,8
027157638,0,1
027314069,3,4
027570063,0,1
028084566,6,7
028437223,0,1
028615650,4,5
028863866,0,1
028930011,0,1
029402997,0,1
029634484,0,1
029673102,2,3
029714895,1,2
029900108,0,1
020883318,1,2
026682979,1,2
030277165,0,1
030476256,0,1
030780693,0,1
030636390,2,3
002661484,2,3
030189867,3,4
029308224,2,3
030156053,0,1
030652463,0,1
030277978,0,1
030466414,6,7
030475318,2,3
008034768,3,4
022570181,2,3
028570754,0,1
010474112,2,3
023680568,1,2
025716016,0,1
026629731,2,3
027603069,2,3
030294173,0,1
029287772,0,1
030161382,3,4
028650090,3,4
030304425,0,1
013701944,2,3
020246654,1,2
021836431,3,4
022926805,2,3
027270247,3,4
028066321,3,4
029265938,3,4
029544512,4,5
028392420,4,5
028832240,0,1
027549152,1,2
030778920,0,1
030709961,1,2
029315239,3,4
029788587,0,1
030595994,3,4
030807100,0,1
030869933,2,3
030581260,1,2
029295038,6,7
029295038,5,6
029642895,0,1
029449540,5,6
030397700,1,2
028865134,2,3
029784120,1,2
029863584,1,2
029177899,1,2
030250603,1,2
030466654,2,3
030868584,1,2
016182028,4,5
025484758,5,6
018194163,4,5
029824701,1,2
026939996,1,2
030596775,3,4
030681116,0,1
030807353,0,1
030870634,0,1
029604594,1,2
027295878,4,5
027728245,5,6
030719461,1,2
030031999,2,3
030166778,1,2
030883826,0,1
030473276,0,1
030582305,0,1
030594264,0,1
030622279,0,1
030676210,0,1
030746555,0,1
030880206,0,1
030263893,0,1
030444071,3,4
030882017,0,1
023178125,2,3
023178125,0,1
027843293,1,2
028792807,1,2
030817177,1,2
024590184,1,2
030480565,1,2
028992878,1,2
030211356,1,2
026512435,0,1
030460412,1,2
030678195,3,4
028920962,1,2
030097596,1,2
030708579,1,2
028814191,0,1
019224139,2,3
030103555,3,4
030525651,1,2
028657537,2,3
030120538,2,3
030414935,4,5
021341939,8,9
030701253,8,9
027164274,1,2
030529559,1,2
014809868,7,8
030407035,5,6
030407035,9,10
030537088,0,1
025834738,2,3
030104411,2,3
021971772,0,1
023273625,4,5
030653194,0,1
022582931,2,3
030710488,4,5
028122961,0,1
030624484,1,2
030715105,0,1
026900842,2,3
030247025,5,6
027751421,1,2
029465625,3,4
030301878,0,1
030720068,0,1
027257943,1,2
022860370,3,4
030898756,1,2
030791907,1,2
030814563,0,1
030843762,0,1
030879916,3,4
030425188,3,4
030586451,3,4
030507276,0,1
030580963,3,4
030873361,0,1
030507403,1,2
030547385,0,1
030185793,0,1
028046209,2,3
030388969,7,8
030715661,4,5
030502130,2,3
010861851,2,3
030332122,0,1
030759046,2,3
030404588,0,1
030523330,2,3
024604229,0,1
030530703,0,1
030779841,3,4
030960188,3,4
030657109,3,4
030657109,1,2
019041863,6,7
030478002,3,4
016563314,3,4
017772490,1,2
021126864,8,9
014821607,3,4
030762234,2,3
030762234,1,2
030819599,4,5
030819599,5,6
030867556,1,2
030873717,1,2
030792035,3,4
030809396,3,4
026181584,3,4
028299231,1,2
030245243,5,6
030887087,0,1
024839388,0,1
030425290,6,7
030425290,5,6
030080827,1,2
030301061,1,2
030816204,6,7
030484817,0,1
030565223,0,1
030064515,1,2
030349265,1,2
029797022,3,4
030266242,2,3
030538555,4,5
030551708,0,1
019224849,4,5
030323226,0,1
030360617,1,2
030623618,1,2
030653305,1,2
030653305,0,1
030636974,5,6
030796266,4,5
030808855,5,6
030899101,0,1
030861322,1,2
030710141,0,1
030833631,0,1
030770768,1,2
030690490,5,6
030497662,1,2
030519637,0,1
030959569,1,2
026144641,1,2
030265962,1,2
030014610,1,2
030711443,1,2
030808011,2,3
029942439,3,4
030144795,1,2
014200350,1,2
030701224,1,2
030102650,1,2
030782816,3,4
030414803,0,1
026668168,0,1
030656118,1,2
029024436,0,1
029967264,2,3
029708987,4,5
022512284,7,8
020471491,4,5
030770894,0,1
026897887,1,2
025778755,1,2
025778755,0,1
026287205,5,6
030557016,1,2
030714758,0,1
026070376,7,8
030524380,0,1
030462779,1,2
024479562,1,2
020072791,1,2
023816240,2,3
029190304,7,8
028951136,1,2
030079617,1,2
030071285,1,2
026432936,0,1
030348339,9,10
030742217,0,1
030777454,0,1
028804040,2,3
029900183,0,1
017383051,2,3
025857470,0,1
027940939,0,1
027314073,7,8
030129325,1,2
030467320,2,3
022911374,2,3
025524879,0,1
026285703,2,3
026403714,0,1
026701570,0,1
026807358,2,3
026885185,7,8
026906876,0,1
027314359,0,1
028177956,2,3
028191112,0,1
028223298,0,1
028702818,1,2
023740968,1,2
023765013,2,3
025065172,4,5
026558391,2,3
027821126,0,1
029178508,0,1
029679936,0,1
029455529,0,1
030510668,1,2
023528167,4,5
030302078,6,7
029081126,8,9
030483455,0,1
030926980,0,1
028328688,5,6
030737711,0,1
026027442,4,5
028807551,5,6
030882883,6,7
025859904,3,4
030745582,1,2
027738385,5,6
021884219,1,2
030972465,2,3
030792197,2,3
030961047,1,2
030987181,1,2
029899342,3,4
030547240,6,7
029981288,2,3
030452898,0,1
030621955,0,1
018458026,1,2
026605478,8,9
029024056,5,6
029815088,0,1
029297220,1,2
030670991,1,2
029854605,5,6
030681114,0,1
030107540,5,6
029325686,2,3
029806963,0,1
030304896,3,4
030372986,3,4
028400963,7,8
028942252,4,5
026829733,0,1
028609632,0,1
022278472,3,4
029127911,1,2
027473742,0,1
019358318,2,3
028624448,3,4
030548973,2,3
030895742,4,5
029718840,0,1
029968280,7,8
029968280,5,6
030080219,1,2
030954662,1,2
023929375,1,2
027379469,2,3
017729870,6,7
026173331,1,2
028291549,6,7
029457161,7,8
030261282,4,5
030544294,0,1
028363845,2,3
030348231,0,1
025078004,2,3
030699045,5,6
030852309,4,5
028373274,0,1
030784740,0,1
016094559,0,1
029696047,1,2
024071840,0,1
030195933,0,1
028366491,4,5
029147442,1,2
029774929,1,2
030789249,1,2
030761408,0,1
029438044,3,4
030564077,0,1
030596974,3,4
030832687,1,2
030933556,1,2
025834659,1,2
030556217,4,5
027627060,0,1
023793549,1,2
026483298,1,2
030517604,0,1
030894084,0,1
030906531,0,1
015577546,1,2
019630537,3,4
030975126,2,3
023962341,3,4
024081758,3,4
024257383,3,4
028580750,3,4
024625128,5,6
024741031,5,6
024761706,3,4
030524010,4,5
023964943,3,4
029935271,6,7
030802330,6,7
030965204,3,4
030989268,1,2
030979085,1,2
030989158,1,2
027760681,0,1
030829672,0,1
030811045,2,3
029494452,0,1
030933490,3,4
028830724,1,2
030470479,3,4
027910857,5,6
023730761,1,2
028872674,1,2
017684426,3,4
020715031,4,5
021277427,3,4
021763590,7,8
022136615,6,7
022543774,7,8
022665139,6,7
023395575,2,3
023765029,3,4
024404263,3,4
024942210,3,4
026355076,4,5
026573610,6,7
026591974,0,1
027761264,4,5
027888382,4,5
028422004,7,8
030933236,0,1
022938367,3,4
024234283,6,7
026885819,3,4
029271450,3,4
029763209,2,3
030253805,0,1
023873947,3,4
030488853,0,1
030580673,2,3
028929369,6,7
027163322,3,4
030283419,4,5
030190079,2,3
009917079,2,3
027131828,2,3
027609610,1,2
030234019,1,2
018611338,6,7
027199582,1,2
028438041,5,6
028672758,2,3
028835399,1,2
029429974,2,3
029531059,1,2
029802047,5,6
029946277,1,2
029978119,1,2
030197777,1,2
030381388,2,3
030413112,2,3
030602484,1,2
030769845,1,2
030821999,1,2
030861355,3,4
030955505,1,2
020056449,4,5
027565362,3,4
028037023,5,6
028163073,0,1
028958361,1,2
029328982,0,1
029744346,5,6
029764131,3,4
029779289,3,4
029820613,3,4
029903094,3,4
030290359,5,6
030698068,3,4
030715586,3,4
030798052,4,5
024707798,3,4
027048292,0,1
027309592,0,1
028350779,2,3
028401615,4,5
028462453,3,4
028587555,3,4
028845691,0,1
029216851,4,5
029353134,2,3
029366752,0,1
029971080,3,4
030027195,3,4
030274906,3,4
030297133,3,4
030599310,3,4
030683281,4,5
030687930,0,1
030691973,5,6
030698124,2,3
030738485,3,4
030883410,4,5
030932180,4,5
014603061,2,3
020035352,1,2
020375408,3,4
020754660,3,4
022914418,1,2
023875342,0,1
023899215,0,1
025546350,3,4
025588373,1,2
025667790,0,1
025677734,0,1
025792848,3,4
025821650,0,1
026085917,0,1
026095039,5,6
026130811,2,3
026230923,0,1
026317663,2,3
026807279,2,3
026890114,0,1
026980451,0,1
027121737,3,4
027295077,0,1
027323054,1,2
027656801,0,1
027818489,3,4
027837858,3,4
027999128,1,2
028066024,0,1
028200540,2,3
028429247,4,5
028508670,0,1
028515270,4,5
028532497,1,2
028569911,0,1
028580439,0,1
028588085,0,1
028592128,4,5
028645477,0,1
028652767,0,1
028657300,2,3
028686849,0,1
028700840,0,1
028734615,4,5
028780992,0,1
028819164,2,3
028832817,1,2
028855270,0,1
028955492,4,5
029002562,0,1
029003769,0,1
029043269,3,4
029107593,4,5
029130613,2,3
029130943,1,2
029131419,4,5
029204342,0,1
029421668,0,1
029458393,3,4
029532686,0,1
029544717,4,5
029574678,5,6
029619420,0,1
029625487,0,1
029672987,0,1
029709657,1,2
029774824,1,2
029780133,0,1
029780938,1,2
029780948,0,1
029832536,2,3
029833520,2,3
029840673,5,6
029856100,3,4
029856458,0,1
029890851,0,1
029891096,4,5
029908101,5,6
029913970,0,1
029934645,2,3
029945972,0,1
029963192,0,1
029973468,0,1
029977391,5,6
029982948,3,4
030017244,3,4
030043128,2,3
030052032,4,5
030056429,1,2
030070978,0,1
030071918,0,1
030072988,0,1
030078453,0,1
030080233,4,5
030165853,3,4
030166867,0,1
030172163,2,3
030176834,0,1
030182666,1,2
030193964,0,1
030198185,0,1
030207036,1,2
030212471,0,1
030226287,1,2
030250448,1,2
030250996,0,1
030256681,0,1
030257375,3,4
030265467,0,1
030265999,0,1
030272139,7,8
030283356,0,1
030294628,0,1
030303015,2,3
030303068,4,5
030303272,0,1
030305813,3,4
030307347,1,2
030320515,0,1
030320525,0,1
030321159,0,1
030328859,6,7
030333142,0,1
030344712,0,1
030360270,2,3
030364560,0,1
030389431,0,1
030394060,0,1
030395153,0,1
030405852,1,2
030407287,4,5
030409327,0,1
030424840,0,1
030432477,0,1
030440188,0,1
030458687,3,4
030461978,2,3
030475024,4,5
030475024,5,6
030476511,0,1
030481966,0,1
030483162,0,1
030489346,1,2
030492124,1,2
030501196,3,4
030508930,0,1
030517187,2,3
030518151,2,3
030519961,3,4
030525003,0,1
030527283,0,1
030532138,0,1
030532389,0,1
030533634,0,1
030556157,6,7
030557769,0,1
030564367,0,1
030564906,0,1
030573577,1,2
030579166,1,2
030579166,0,1
030584881,7,8
030592947,0,1
030602715,0,1
030603765,5,6
030609415,0,1
030609618,0,1
030623231,1,2
030631855,0,1
030636371,4,5
030636371,5,6
030636371,3,4
030636685,2,3
030648532,0,1
030654355,1,2
030660548,0,1
030663967,0,1
030669443,4,5
030671422,0,1
030679616,2,3
030688329,1,2
030693300,3,4
030693635,4,5
030697428,0,1
030699489,2,3
030719385,3,4
030725700,0,1
030733666,4,5
030738484,5,6
030744281,0,1
030747344,2,3
030765759,0,1
030780058,0,1
030780505,0,1
030787040,0,1
030792780,4,5
030816860,0,1
030817817,7,8
030826094,0,1
030840456,0,1
030846892,0,1
030866775,3,4
030882764,0,1
030916162,0,1
030927092,4,5
030971200,3,4
011175218,1,2
019649344,4,5
020449476,4,5
021426837,2,3
021662219,0,1
021984454,1,2
024402734,0,1
024680577,0,1
024929774,0,1
025218073,0,1
025273834,0,1
025625247,0,1
025944137,0,1
026019248,0,1
026081402,5,6
026157259,0,1
026330059,1,2
026342132,0,1
026357678,2,3
026357749,3,4
026490975,0,1
026582832,0,1
026761910,6,7
026958315,2,3
026999334,0,1
027105868,1,2
027270264,0,1
027289959,1,2
027446768,2,3
027478580,1,2
027620812,3,4
027711961,0,1
027749004,2,3
027764862,3,4
027790615,2,3
027922657,0,1
028026415,0,1
028049272,2,3
028061145,6,7
028073960,0,1
028108242,3,4
028214766,0,1
028270823,3,4
028437010,0,1
028586583,2,3
028591176,5,6
028610525,1,2
028654011,0,1
028761602,0,1
028775018,5,6
028803531,2,3
028828523,1,2
028837941,0,1
028855535,0,1
028865440,0,1
028871878,0,1
028921603,2,3
028925947,0,1
028963038,6,7
029003075,2,3
029019126,4,5
029029738,0,1
029039637,0,1
029207586,5,6
029227185,2,3
029238407,2,3
029256998,2,3
029265524,3,4
029269836,0,1
029280804,1,2
029282927,0,1
029309572,2,3
029317612,2,3
029324512,1,2
029342301,2,3
029365605,0,1
029371764,0,1
029385803,4,5
029403204,0,1
029439724,2,3
029458286,2,3
029484545,0,1
029513310,1,2
029521270,0,1
029523586,0,1
029556843,0,1
029561685,3,4
029596362,0,1
029596971,2,3
029606777,2,3
029627580,4,5
029631843,4,5
029645258,0,1
029688514,0,1
029697514,2,3
029699641,8,9
029706627,1,2
029744362,4,5
029750930,2,3
029774908,1,2
029780315,4,5
029780853,2,3
029782669,0,1
029789754,6,7
029832275,0,1
029841573,6,7
029851594,3,4
029864153,2,3
029871726,1,2
029877712,3,4
029878655,2,3
029882862,0,1
029894525,0,1
029897193,1,2
029902177,5,6
029903649,2,3
029923313,1,2
029925358,3,4
029925618,0,1
029935922,4,5
029955415,2,3
029955507,2,3
029972267,0,1
029972293,2,3
029988523,1,2
029988712,3,4
029991431,3,4
030013535,5,6
030014601,0,1
030016482,4,5
030026750,4,5
030032300,4,5
030034869,2,3
030044290,1,2
030044486,0,1
030066148,0,1
030073439,0,1
030077721,0,1
030082511,3,4
030087989,6,7
030087989,4,5
030088146,3,4
030089532,1,2
030096016,0,1
030105952,0,1
030107486,0,1
030125731,2,3
030148148,2,3
030148239,0,1
030159061,0,1
030165920,2,3
030166095,0,1
030173221,0,1
030174094,1,2
030180875,3,4
030181653,5,6
030183435,0,1
030185785,0,1
030192721,0,1
030195145,0,1
030197284,0,1
030206944,0,1
030208079,2,3
030208189,0,1
030211072,0,1
030217123,0,1
030231154,4,5
030233756,0,1
030234063,0,1
030237106,4,5
030237993,0,1
030238276,0,1
030241138,6,7
030241227,0,1
030250795,3,4
030250795,2,3
030255953,0,1
030256084,0,1
030257047,0,1
030261059,0,1
030273266,5,6
030276453,3,4
030282627,0,1
030285711,0,1
030285884,0,1
030291535,0,1
030293763,3,4
030293905,0,1
030297834,0,1
030302771,1,2
030305115,3,4
030307650,0,1
030314879,4,5
030314879,2,3
030323979,0,1
030324406,0,1
030329489,0,1
030332160,0,1
030336667,0,1
030340775,0,1
030341084,0,1
030345297,1,2
030349643,0,1
030353570,0,1
030357771,4,5
030361395,4,5
030361474,1,2
030365866,5,6
030366438,0,1
030371687,3,4
030371980,1,2
030376544,0,1
030377430,0,1
030377745,2,3
030377770,0,1
030379021,3,4
030379523,0,1
030380089,0,1
030381426,0,1
030382486,0,1
030383864,0,1
030385127,6,7
030386259,0,1
030387346,0,1
030393622,2,3
030394369,2,3
030394945,2,3
030395078,0,1
030395691,2,3
030396393,3,4
030397003,0,1
030401068,0,1
030405482,0,1
030407093,0,1
030409665,0,1
030413036,2,3
030422341,0,1
030424626,0,1
030431303,0,1
030431613,0,1
030432054,0,1
030435953,0,1
030436792,0,1
030437585,4,5
030437585,3,4
030438386,0,1
030438620,0,1
030439617,0,1
030443873,0,1
030445178,0,1
030446443,3,4
030447458,3,4
030449890,0,1
030452336,1,2
030452688,1,2
030462986,1,2
030466406,0,1
030474726,0,1
030478028,0,1
030480823,1,2
030480895,2,3
030481798,0,1
030484127,0,1
030484412,0,1
030488450,0,1
030494892,0,1
030495086,1,2
030495426,0,1
030497670,0,1
030506123,0,1
030507147,5,6
030510496,0,1
030515201,1,2
030518248,0,1
030519615,0,1
030522305,0,1
030523773,0,1
030526961,0,1
030531108,0,1
030537140,0,1
030538325,1,2
030543260,4,5
030544877,3,4
030547783,0,1
030547986,4,5
030550008,0,1
030550011,3,4
030556525,0,1
030557792,3,4
030564254,0,1
030567025,1,2
030573590,0,1
030577995,0,1
030590240,3,4
030591870,0,1
030594268,1,2
030596125,4,5
030601630,3,4
030602735,5,6
030608444,0,1
030612033,0,1
030613444,2,3
030614358,0,1
030619685,2,3
030621585,0,1
030622469,0,1
030631850,1,2
030632179,0,1
030633179,0,1
030633668,0,1
030636481,0,1
030636610,0,1
030638073,0,1
030638650,0,1
030641192,0,1
030641776,0,1
030644663,0,1
030648822,0,1
030649060,0,1
030650177,2,3
030653803,0,1
030657302,0,1
030657495,0,1
030657534,0,1
030657695,2,3
030664615,1,2
030665615,3,4
030668161,0,1
030671044,0,1
030672089,0,1
030672358,1,2
030672358,0,1
030672358,4,5
030673451,0,1
030676079,2,3
030678694,2,3
030679564,0,1
030679588,4,5
030681540,0,1
030687848,0,1
030688297,0,1
030691470,1,2
030695750,0,1
030698950,2,3
030701755,0,1
030714957,0,1
030715093,5,6
030715093,3,4
030719640,4,5
030724755,0,1
030738987,0,1
030739410,0,1
030745656,0,1
030762314,2,3
030763206,2,3
030765375,3,4
030766386,2,3
030773754,2,3
030776838,0,1
030778760,0,1
030790468,0,1
030791770,0,1
030791966,0,1
030792798,0,1
030792901,0,1
030798136,0,1
030798314,0,1
030798998,0,1
030800061,0,1
030809612,2,3
030811027,0,1
030814274,0,1
030815893,0,1
030821949,0,1
030824227,0,1
030833127,1,2
030839055,0,1
030839704,0,1
030840434,0,1
030840573,0,1
030844643,0,1
030846691,0,1
030850251,2,3
030850251,1,2
030850935,4,5
030851668,0,1
030852220,1,2
030853229,0,1
030855113,0,1
030870872,2,3
030874870,0,1
030875089,2,3
030876316,0,1
030880113,3,4
030880163,0,1
030882776,0,1
030888306,0,1
030889080,0,1
030889415,2,3
030890724,0,1
030894372,3,4
030895504,0,1
030895815,0,1
030904779,0,1
030908111,2,3
030909154,0,1
030913081,0,1
030916592,0,1
030921000,0,1
030928636,3,4
030928932,0,1
030929989,0,1
030930233,0,1
030934321,1,2
030935841,0,1
030937719,0,1
030948689,4,5
030948743,0,1
030951271,0,1
009380965,1,2
010035141,2,3
013257301,7,8
013940051,3,4
015581323,1,2
017385335,2,3
017703419,2,3
017948798,7,8
017960939,3,4
018471557,2,3
019033076,1,2
020854774,1,2
021128046,6,7
021128046,7,8
021339380,1,2
021575716,2,3
022456510,1,2
022548258,0,1
025311480,1,2
028203477,0,1
028864677,0,1
029896002,0,1
009707766,1,2
012602555,2,3
015451370,1,2
017310880,3,4
017741036,1,2
017741036,3,4
018134944,4,5
021340955,1,2
027452166,5,6
027452166,3,4
027935620,1,2
028920249,0,1
029561181,0,1
029637995,0,1
029693006,0,1
030035334,0,1
030154293,0,1
030395345,0,1
030423934,4,5
030424885,5,6
026276018,0,1
029812180,1,2
028950476,0,1
030063518,1,2
030176029,0,1
029379379,2,3
029832082,4,5
030399317,0,1
030673222,0,1
030832601,6,7
023385345,0,1
030973588,1,2
027271065,1,2
028667016,1,2
029514873,1,2
030558573,1,2
030895827,4,5
030450679,1,2
030802866,3,4
027637374,3,4
026617196,1,2
028080891,1,2
030754395,4,5
030354451,0,1
030517233,4,5
030942472,4,5
030942472,2,3
030789947,0,1
028444747,1,2
030517095,1,2
030333793,3,4
030489005,1,2
030847331,0,1
029498097,1,2
030475777,5,6
030494876,0,1
030581054,2,3
028877455,1,2
030438883,3,4
030468967,5,6
030298461,1,2
030769957,2,3
030453312,2,3
030637792,0,1
030809238,4,5
030397165,2,3
030762037,0,1
030585625,3,4
030670738,1,2
029930472,1,2
030677546,2,3
030802453,0,1
021178005,3,4
029762744,7,8
027595483,1,2
030772908,2,3
030956797,1,2
025432531,0,1
030553048,3,4
030924569,4,5
030888275,3,4
030957297,3,4
022663754,7,8
030791627,1,2
030070969,2,3
030452176,4,5
030895178,0,1
029149186,0,1
027609076,2,3
028193265,1,2
023579771,2,3
029901060,4,5
029465845,5,6
030302447,4,5
030796631,0,1
029342260,5,6
030422735,0,1
030610667,0,1
029918366,5,6
029279153,1,2
029085539,0,1
028688307,3,4
028688307,4,5
024910666,2,3
028057321,0,1
030889900,2,3
030968098,1,2
027342142,2,3
030307343,3,4
030307343,2,3
030329234,1,2
028192357,1,2
029981252,1,2
030041287,1,2
027648269,0,1
030668355,2,3
029581711,4,5
030453146,0,1
030730617,1,2
030912264,0,1
030823985,0,1
030663807,4,5
023609645,1,2
017549579,2,3
029766220,0,1
030389464,0,1
022769922,3,4
030439084,2,3
030724628,1,2
030182537,3,4
030519142,0,1
029313080,2,3
029532444,7,8
030461376,0,1
030850896,1,2
030905144,1,2
030615397,4,5
027998654,1,2
028041750,3,4
030687867,3,4
023508534,5,6
025218024,0,1
030017097,0,1
030099361,6,7
030609077,0,1
030633541,2,3
030633541,1,2
030712257,0,1
030789142,1,2
030474374,0,1
018960711,2,3
023333933,1,2
030332864,5,6
030510925,1,2
030917884,0,1
030386960,7,8
029770558,4,5
030205941,3,4
030627613,0,1
030845344,1,2
029257757,0,1
029970099,0,1
030254703,0,1
030391781,1,2
030477601,0,1
030557838,1,2
030787631,0,1
030474697,0,1
030530826,0,1
030784124,2,3
030678972,2,3
029260315,4,5
027836831,2,3
030932669,0,1
028285580,3,4
029973511,8,9
030699971,0,1
030917183,0,1
029983452,0,1
030591412,2,3
030685913,0,1
029782853,1,2
030198990,6,7
030551100,8,9
029840817,3,4
029944761,5,6
030080597,2,3
030473474,2,3
030810218,1,2
028074076,7,8
028246402,9,10
028246402,7,8
028631924,1,2
029872153,0,1
030263442,3,4
030507287,2,3
030353907,1,2
030640551,3,4
030729487,0,1
030898476,0,1
015165762,1,2
030367668,0,1
027941373,0,1
029043535,3,4
029130250,1,2
030388282,4,5
030769236,3,4
027179176,1,2
030533198,9,10
030867924,1,2
029113572,1,2
027002176,0,1
030432381,2,3
030571139,2,3
029688010,1,2
030607425,3,4
030607425,1,2
030682041,4,5
030496393,0,1
030509803,5,6
022530194,3,4
