025657510,GRAND SPORT AUTO BODY,2,Billing Provider,Rejected,5779.38,GRAND SPORT AUTO OF,394118,2970830PATK853,Direct Repair Facility,,3510782,cc:3510782
025656940,Master Collision,1,Billing Provider,Issued,1031.82,MASTER COLLISION,422206,2970275NYTV969,Direct Repair Facility,31079270,3509709,cc:3509709
025656620,HENDRICK COLLISION OF CONCORD,1,Billing Provider,Requested,8118.42,HENDRICK COLLISION OF CONCORD,518135,2970508NCTR274,Direct Repair Facility,,3509055,cc:3509055
025656503,CAPE AUTO BODY,1,Billing Provider,Issued,1076.33,CAPE AUTO BODY,324278,2970108MAT0316,Direct Repair Facility,31063398,3509096,cc:3509096
025656474,CANTERBURY AUTOMOTIVE,1,Billing Provider,Issued,5551.45,CANTERBURY AUTO,398825,2970108MAT2399,Direct Repair Facility,31066154,3508904,cc:3508904
025654347,BMW of the Hudson Valley,1,Billing Provider,Voided,6460.64,BMW OF THE HUDSON VALLEY,335471,2970275NYTM692,Direct Repair Facility,,3507278,cc:3507278
025654347,BMW of the Hudson Valley,1,Billing Provider,Voided,6460.64,BMW OF THE HUDSON VALLEY,335471,2970275NYTM692,Direct Repair Facility,,3507278,cc:3507278
025653873,Service King-Kingwood #54,1,Billing Provider,Stopped,8762.37,SERVICE KING HOLDINGS INC,494656,2970980TXT6482,Direct Repair Facility,31070806,3506868,cc:3506868
025653873,Service King-Kingwood #54,1,Billing Provider,Stopped,8762.37,SERVICE KING HOLDINGS INC,494656,2970980TXT6482,Direct Repair Facility,31070806,3506868,cc:3506868
025653412,ABRA TENNESSEE INC,1,Billing Provider,Issued,1121.91,ABRA TENNESSEE INC,65627,2970508TNTAS82,Direct Repair Facility,31073732,3505744,cc:3505744
025652454,Ideal Auto Body,1,Billing Provider,Issued,2001.4,N W IDEAL AUTO BODY,448116,2970469ILTV808,Direct Repair Facility,31061615,3503951,cc:3503951
025652453,MORANDE FORD,1,Billing Provider,Issued,2166.69,MORANDE FORD BODY SHOP,433165,NCCC179CT25450,Direct Repair Facility,31053847,3503659,cc:3503659
025644506,QUALITY BODY AND FENDER,2,Billing Provider,Requested,41.95,QUALITY BODY AND FENDER,410953,2970631CATB841,Direct Repair Facility,,3502364,cc:3502364
025641470,Romano Toyota,3,Billing Provider,Issued,330.28,ROMANO TOYOTA,557961,2970275NYTV794,Direct Repair Facility,31054689,3577143,cc:3577143
025641470,Romano Toyota,2,Billing Provider,Cleared,1622.68,ROMANO TOYOTA,557961,2970275NYTV794,Direct Repair Facility,31017692,3577143,cc:3577143
025641234,TOP GUN COLLISION CENTER,1,Billing Provider,Issued,2921.85,TOP GUN COLLISION CENTER,286309,TCCC647NV40620,Direct Repair Facility,31033694,3499019,cc:3499019
025640176,US Auto Collision Center,1,Billing Provider,Issued,711.46,US AUTO BODY INC,124973,2970336MDTV543,Direct Repair Facility,31028183,3497418,cc:3497418
025640010,PERFORMANCE PLUS AUTO BODY,1,Billing Provider,Issued,2293.3,PERFORMANCE PLUS AUTO BODY,113900,2970108MAT7800,Direct Repair Facility,31053659,3497175,cc:3497175
025639182,Scheer Motors Inc,1,Billing Provider,Cleared,3264.95,SCHEER MOTORS INC,594516,NCCC414MI10340,Direct Repair Facility,31044052,3495690,cc:3495690
025639048,WILBURNS AUTO BODY SHOP,1,Billing Provider,Issued,2968.61,WILBURNS AUTO BODY SHOP,567614,2970508NCTW772,Direct Repair Facility,31043688,3495416,cc:3495416
025638619,SAM SWOPE AUTO GROUP LLC,1,Billing Provider,Issued,2090.33,SAM SWOPE AUTO GROUP LLC,82855,2970469INTB571,Direct Repair Facility,31028428,3494506,cc:3494506
025630688,NEW LOOK COLISION CENTER LLC,1,Billing Provider,Cleared,0,NEW LOOK COLISION CENTER LLC,588764,2970647NVTY791,Direct Repair Facility,0,3492846,cc:3492846
025630688,NEW LOOK COLISION CENTER LLC,2,Billing Provider,Issued,1440.4,NEW LOOK COLISION CENTER LLC,588764,2970647NVTY791,Direct Repair Facility,31080742,3492846,cc:3492846
025630652,Whitney's Collision,1,Billing Provider,Issued,678.15,DUSTYS COLLISION,448812,2970469MITV974,Direct Repair Facility,31042890,3493136,cc:3493136
025630610,CARSTAR OF PENNINGTON,1,Billing Provider,Issued,139.47,RDJCYJ LLC,11777,2970306NJT4265,Direct Repair Facility,31065678,3492817,cc:3492817
025629970,JOE HUDSON'S COLLISION CENTER,1,Billing Provider,Issued,3670.89,JOE HUDSON'S COLLISION CENTER,323747,TCCC508AL27354,Direct Repair Facility,31090407,3491754,cc:3491754
025629225,OLIVER AUTO BODY CO. INC.,1,Billing Provider,Voided,1988.95,OLIVERS AUTO BODY,36319,2970108MAT5481,Direct Repair Facility,,3490542,cc:3490542
025629225,OLIVER AUTO BODY CO. INC.,1,Billing Provider,Voided,1988.95,OLIVERS AUTO BODY,36319,2970108MAT5481,Direct Repair Facility,,3490542,cc:3490542
025627803,AUTOCRAFTERS INTERNATIONAL,1,Billing Provider,Issued,751.03,AUTOCRAFTERS INTERNATIONAL,334102,2970508FLTP697,Direct Repair Facility,31057317,3489661,cc:3489661
025626788,Ramapo Collision,1,Billing Provider,Issued,4280.79,RAMAPO COLLISION,32598,2970275NYTCA12,Direct Repair Facility,31054653,3488417,cc:3488417
025626132,SAUGUS AUTO CRAFT,1,Billing Provider,Cleared,4428.62,SAUGUS AUTO CRAFT,57652,2970108MAT8781,Direct Repair Facility,31026088,3487274,cc:3487274
025626124,GERBER COLLISION AVONDALE,1,Billing Provider and Claimant,Issued,4674.49,GERBER COLLISION AVONDALE,254516,2970647AZTX471,Direct Repair Facility,31058103,3487229,cc:3487229
025626105,BILL UTTER FORD,2,Billing Provider,Issued,493.78,BILL UTTER FORD,398286,2970980TXPN7476,Direct Repair Facility,31089588,3487036,cc:3487036
025625393,Alan Byer Volvo,1,Billing Provider,Issued,327.24,ALAN BYER VOLVO,5007,2970275NYTB522,Direct Repair Facility,31060970,3485719,cc:3485719
025625076,Chardon Square Auto and Body,1,Billing Provider,Issued,2609.24,CHARDON SQUARE AUTO & BODY,149886,2970336OHTG964,Direct Repair Facility,31065681,3485275,cc:3485275
025616513,BESTEN BODY SHOP AND COLLISI,1,Billing Provider,Cleared,2606.66,BESTEN BODY SHOP AND COLLISI,88476,2970830PATX490,Direct Repair Facility,31042358,3482760,cc:3482760
025613640,MUZI MOTORS,1,Billing Provider,Issued,1018.53,MUZI MOTORS,55197,2970108MABS5300,Direct Repair Facility,31034720,3480087,cc:3480087
025612076,NORWICH COLLISION CENTER,2,Billing Provider,Issued,770.51,NORWICH COLLISION CENTER,511833,2970179CTTW671,Direct Repair Facility,31081896,3477247,cc:3477247
025612076,NORWICH COLLISION CENTER,1,Billing Provider,Cleared,2643.67,NORWICH COLLISION CENTER,511833,2970179CTTW671,Direct Repair Facility,31016897,3477247,cc:3477247
025603008,BALISE COLLISION REPAIR,2,Billing Provider,Issued,376.35,BALISE COLLISION REPAIR,494494,2970179RITZ572,Direct Repair Facility,31090269,3474333,cc:3474333
025603008,BALISE COLLISION REPAIR,1,Billing Provider,Issued,3764.66,BALISE COLLISION REPAIR,494494,2970179RITZ572,Direct Repair Facility,31062203,3474333,cc:3474333
025602763,QUALITY AUTO BODY,1,Billing Provider,Requested,5354.09,M & S AUTO BODY INC,35674,TCCC306NJ17875,Direct Repair Facility,,3473743,cc:3473743
025601142,ABRA Auto Body & Glass,1,Billing Provider,Cleared,2189.78,ABRA FRIDLEY,514765,2970469MNT6640,Direct Repair Facility,31015017,3472896,cc:3472896
025589230,DAYTONA TOYOTA,1,Billing Provider,Voided,54.37,DAYTONA TOYOTA,271295,2970508FLT7569,Direct Repair Facility,30998669,3465280,cc:3465280
025589230,DAYTONA TOYOTA,1,Billing Provider,Voided,54.37,DAYTONA TOYOTA,271295,2970508FLT7569,Direct Repair Facility,30998669,3465280,cc:3465280
025588539,DIAMOND AUTO WORKS,1,Billing Provider,Requested,3313.81,DIAMOND AUTO WORKS,123088,2970108MAT8826,Direct Repair Facility,,3464272,cc:3464272
025587020,MILFORD AUTO BODY AND COLLISION,1,Billing Provider,Cleared,904.81,MILFORD AUTO BODY AND COLLISION,35951,2970108MAT1917,Direct Repair Facility,31025916,3463717,cc:3463717
025586243,Feeny Chrysler Plymouth,1,Billing Provider,Cleared,984.73,FEENY CHRYSLER PLYMOUTH DODGE,448651,2970469MITI818,Direct Repair Facility,30999937,3462474,cc:3462474
025575944,Romano Toyota,3,Billing Provider,Transferred,330.28,ROMANO TOYOTA,557961,2970275NYTV794,Direct Repair Facility,31054689,3458465,cc:3458465
025575944,Romano Toyota,3,Billing Provider,Transferred,330.28,ROMANO TOYOTA,557961,2970275NYTV794,Direct Repair Facility,31054689,3458465,cc:3458465
025575944,Romano Toyota,1,Billing Provider,Voided,1622.68,ROMANO TOYOTA,557961,2970275NYTV794,Direct Repair Facility,,3458465,cc:3458465
025575944,Romano Toyota,1,Billing Provider,Voided,1622.68,ROMANO TOYOTA,557961,2970275NYTV794,Direct Repair Facility,,3458465,cc:3458465
025574089,R&R Auto Body,1,Billing Provider,Issued,416.89,R & R AUTO BODY,212503,2970336VATL729,Direct Repair Facility,31028206,3457139,cc:3457139
025573883,Hansen Collision of Traverse City,1,Billing Provider,Cleared,550.23,HANSEN COLLISION OF TRAVERSE,351232,2970469MIT3608,Direct Repair Facility,30989955,3456936,cc:3456936
025572628,FRED HAAS TOYOTA,1,Billing Provider,Issued,3707.39,FRED HAAS TOYOTA,125845,2970980TXTJ488,Direct Repair Facility,31089511,3455215,cc:3455215
025572351,ABRA AUTO BODY AND GLASS,1,Billing Provider,Cleared,2189.93,ABRA AUTO BODY AND GLASS,567612,2970508GATCE42,Direct Repair Facility,31010724,3454381,cc:3454381
025572159,COLUMBUS BODY WORKS,1,Billing Provider,Issued,4998.88,COLUMBUS BODY WORKS,281537,2970508GATY802,Direct Repair Facility,31066933,3453647,cc:3453647
025563585,TODAY S COLLISION REPAIR CENTE,2,Billing Provider,Issued,500,TODAY S COLLISION REPAIR CENTE,60823,2970108MAT0080,Direct Repair Facility,31081947,3451721,cc:3451721
025563585,TODAY S COLLISION REPAIR CENTE,1,Billing Provider,Issued,3848.02,TODAY S COLLISION REPAIR CENTE,60823,2970108MAT0080,Direct Repair Facility,31016968,3451721,cc:3451721
025560147,MAACO AUTO PAINTING AND BODYWORKS,1,Billing Provider,Cleared,687.06,MAACO AUTO PAINTING,106180,2970108MAT3400,Direct Repair Facility,30997297,3447680,cc:3447680
025559234,R&R Auto Body,1,Billing Provider,Issued,909.97,R & R AUTO BODY,212503,2970336VATL729,Direct Repair Facility,30988405,3446219,cc:3446219
025547283,Collision Centers of America,1,Billing Provider,Issued,168,COLLISION CENTERS OF AMERICA,365785,2970469ILTU604,Direct Repair Facility,31042835,3439638,cc:3439638
025546724,BONNELL MOTOR INC,1,Billing Provider,Cleared,729.13,BONNELL MOTOR INC,357406,2970108MAT0585,Direct Repair Facility,30978280,3438435,cc:3438435
025545504,ADVANCED AUTO CRAFT - ATTN ANTHONY,1,Billing Provider,Cleared,10481.94,ADVANCED AUTO CRAFT - ATTN ANTHONY,154276,2970306NJTI647,Direct Repair Facility,30989374,3436434,cc:3436434
025545467,CENTURY III CHEVROLET AND GE,1,Billing Provider,Issued,967.35,CENTURY III CHEVROLET AND GE,10645,2970830PATC959,Direct Repair Facility,30984794,3436317,cc:3436317
025534716,DON BOHN COLLISION,2,Billing Provider,Issued,2169.52,DON BOHN COLLISION,330024,2970980LAT2638,Direct Repair Facility,31061527,3432368,cc:3432368
025534396,Sudden Impact Collision,1,Billing Provider,Cleared,389.59,SUDDEN IMPACT COLLISION,525764,2970336MDTZ746,Direct Repair Facility,31017687,3431463,cc:3431463
025533007,RIVERDALE AUTO BODY SHOP ALSIP,1,Billing Provider,Issued,677.94,RIVERDALE AUTO BODY SHOP ALSIP,72883,2970469ILT0007,Direct Repair Facility,30958899,3429227,cc:3429227
025533007,Riverdale Body Shop,2,Billing Provider,Awaiting submission,358.54,RIVERDALE AUTO BODY SHOP ALSIP,72883,2970469ILT0007,Direct Repair Facility,,3429227,cc:3429227
025532892,MASISONS COLLISON CENTER,1,Billing Provider,Issued,4810.39,MASISONS AUTO BODY,370319,2970108MABS6982,Direct Repair Facility,30997405,3428891,cc:3428891
025532631,Circle Auto Body,2,Billing Provider,Cleared,1195.63,CIRCLE AUTO BODY,87998,2970336VATM403,Direct Repair Facility,30990210,3428162,cc:3428162
025532631,CIRCLE AUTO BODY,1,Billing Provider,Voided,1195.63,CIRCLE AUTO BODY,87998,2970336VATM403,Direct Repair Facility,,3428162,cc:3428162
025532631,CIRCLE AUTO BODY,1,Billing Provider,Voided,1195.63,CIRCLE AUTO BODY,87998,2970336VATM403,Direct Repair Facility,,3428162,cc:3428162
025532631,Circle Auto Body,3,Billing Provider,Issued,149.78,CIRCLE AUTO BODY,87998,2970336VATM403,Direct Repair Facility,31064572,3428162,cc:3428162
025524170,HARR AUTOBODY/CAR CONDITIONERS INC.,1,Billing Provider,Requested,6098.46,HARR AUTO BODY,35018,2970108MAT3291,Direct Repair Facility,,3426322,cc:3426322
025524109,Caliber Collision Edmond,2,Billing Provider,Issued,281.05,CALIBER COLLISION,628287,2970980OKTCP13,Direct Repair Facility,31079989,3426388,cc:3426388
025524109,CALIBER COLLISION,1,Billing Provider,Cleared,1553.39,CALIBER COLLISION,628287,2970980OKTCP13,Direct Repair Facility,30976643,3426388,cc:3426388
025524109,Caliber Collision Edmond,3,Billing Provider,Issued,1834.44,CALIBER COLLISION,628287,2970980OKTCP13,Direct Repair Facility,31079990,3426388,cc:3426388
025521802,JIM ELLIS COLLISION CENTER,1,Billing Provider,Cleared,3418.28,JIM ELLIS COLLISION CENTER,339417,2970508GANW042,Direct Repair Facility,31029021,3424099,cc:3424099
025520627,A PLUS AUTO BODY INC,1,Billing Provider,Issued,1739.28,A PLUS AUTO BODY INC,390645,2970108MAT4500,Direct Repair Facility,31053815,3422422,cc:3422422
025520204,DAVES COLLISION CENTER,1,Billing Provider,Cleared,618.62,DAVES COLLISION CENTER,108425,2970336MDT2338,Direct Repair Facility,30952921,3421499,cc:3421499
025520204,Daves Collision Center,2,Billing Provider,Cleared,109.34,DAVES COLLISION CENTER,108425,2970336MDT2338,Direct Repair Facility,31027427,3421499,cc:3421499
025519869,Brown Collision Center,1,Billing Provider,Cleared,624.68,BROWNS TOYOTA,105356,2970336VATW349,Direct Repair Facility,31009500,3420666,cc:3420666
025519766,FREDERICK CHEVROLET THE SUPERMARKET OF CAR'S,1,Billing Provider,Cleared,0,FREDERICK CHEVROLET THE SUPERMARKET OF C,16079,2970830PATR339,Direct Repair Facility,0,3420407,cc:3420407
025519690,Barton Birks Body Works,2,Billing Provider,Issued,477.57,BARTON CHEVROLET INCORPORATE,475002,2970275NYT5819,Direct Repair Facility,31045431,3420164,cc:3420164
025519468,COURT HOUSE AUTO BODY,2,Billing Provider,Requested,1407.17,SCHEFFLER DONALD,11709,2970306NJT8376,Direct Repair Facility,,3419926,cc:3419926
025519468,Court House Auto Body,1,Billing Provider,Cleared,4613.64,SCHEFFLER DONALD,11709,2970306NJT8376,Direct Repair Facility,30954526,3419926,cc:3419926
025511236,MILFORD AUTO BODY AND COLLISION,1,Billing Provider,Issued,502.38,MILFORD AUTO BODY AND COLLISION,35951,2970108MAT1917,Direct Repair Facility,31006946,3418225,cc:3418225
025510326,WOODSTOCK QUALITY AUTO BODY,2,Billing Provider,Issued,145.91,WOODSTOCK QUALITY AUTO BODY,270549,2970508GATV430,Direct Repair Facility,31075598,3417009,cc:3417009
025510326,WOODSTOCK QUALITY AUTO BODY,1,Billing Provider,Cleared,884.47,WOODSTOCK QUALITY AUTO BODY,270549,2970508GATV430,Direct Repair Facility,31028979,3417009,cc:3417009
025510066,WESTON AUTO BODY,1,Billing Provider,Voided,0,WESTON AUTO BODY,433192,NCCC179NH19889,Direct Repair Facility,,3416597,cc:3416597
025510066,WESTON AUTO BODY,1,Billing Provider,Voided,0,WESTON AUTO BODY,433192,NCCC179NH19889,Direct Repair Facility,,3416597,cc:3416597
025509859,CALIBER BODYWORKS OF TEXAS INC,1,Billing Provider,Issued,111.16,CALIBER BODYWORKS OF TEXAS INC,28166,2970980TXT9985,Direct Repair Facility,30976475,3416479,cc:3416479
025501191,GERBER COLLISION & GLASS RALEIGH,2,Billing Provider,Cleared,105,GERBER COLLISION & GLASS,393137,TCCC508NC24027,Direct Repair Facility,31029050,3415425,cc:3415425
025498604,YOUNG FORD BODY SHOP,1,Billing Provider,Cleared,642.38,YOUNG FORD BODY SHOP,370437,2970508NCT7020,Direct Repair Facility,30949703,3413144,cc:3413144
025498585,Patrick BMW,2,Billing Provider,Issued,747.67,PATRICK EUROPEAN LLC,384603,2970469ILTK991,Direct Repair Facility,31062174,3413392,cc:3413392
025498585,Patrick BMW,1,Billing Provider,Issued,893.46,PATRICK EUROPEAN LLC,384603,2970469ILTK991,Direct Repair Facility,31062174,3413392,cc:3413392
025498488,LAW BROTHERS,1,Billing Provider,Cleared,466.75,LAW BROTHERS,399227,2970336OHT5025,Direct Repair Facility,30962022,3412842,cc:3412842
025497726,RESSLER MOTOR CO,1,Billing Provider,Issued,2591.14,RESSLER MOTOR CO,340852,TCCC647MT23541,Direct Repair Facility,31001546,3411989,cc:3411989
025489958,FIERO COLLISION,1,Billing Provider,Cleared,2597.15,FIERO COLLISION,382597,2970275NYTX551,Direct Repair Facility,30951763,3411032,cc:3411032
025489809,BEN'S AUTO BODY,3,Billing Provider,Issued,515.71,BEN'S AUTO BODY INC,312467,2970306NJTI568,Direct Repair Facility,31083102,3410789,cc:3410789
025489525,Lokey Collision,2,Billing Provider,Cleared,267.6,Lokey Collision,382070,2970508FLTE624,Direct Repair Facility,30973094,3410475,cc:3410475
025489525,Lokey Collision,3,Billing Provider,Cleared,250,Lokey Collision,382070,2970508FLTE624,Direct Repair Facility,30990907,3410475,cc:3410475
025489525,Lokey Collision,1,Billing Provider,Cleared,2012.16,Lokey Collision,382070,2970508FLTE624,Direct Repair Facility,30954615,3410475,cc:3410475
025489452,DAVID MAUS TOYOTA,2,Billing Provider,Cleared,624.36,DAVID MAUS TOYOTA,417032,2970508FLTV047,Direct Repair Facility,30990940,3410191,cc:3410191
025489452,DAVID MAUS TOYOTA,1,Billing Provider,Cleared,990.65,DAVID MAUS TOYOTA,417032,2970508FLTV047,Direct Repair Facility,30943808,3410191,cc:3410191
025487111,CARSMETICS,2,Billing Provider,Cleared,41.16,CARSMETICS,584594,2970108MAT7130,Direct Repair Facility,31034740,3408289,cc:3408289
025487111,CARSMETICS,1,Billing Provider,Cleared,1403.6,CARSMETICS,584594,2970108MAT7130,Direct Repair Facility,30969771,3408289,cc:3408289
025485639,Browns Alexandria Mazda,1,Billing Provider,Cleared,3173.45,BROWNS ALEXANDRIA MAZDA,250220,2970336VATW261,Direct Repair Facility,30987847,3405571,cc:3405571
025485184,1ST CLASS AUTO BODY,2,Billing Provider,Cleared,500,1ST CLASS AUTO BODY,45171,2970108MAT8788,Direct Repair Facility,30960773,3404543,cc:3404543
025485184,1ST CLASS AUTO BODY,1,Billing Provider,Cleared,2237.61,1ST CLASS AUTO BODY,45171,2970108MAT8788,Direct Repair Facility,30950987,3404543,cc:3404543
025485184,1ST CLASS AUTO BODY,3,Billing Provider,Cleared,497.32,1ST CLASS AUTO BODY,45171,2970108MAT8788,Direct Repair Facility,30997467,3404543,cc:3404543
025484777,CARSTAR COLLISION CENTER,2,Billing Provider,Issued,233.46,CARSTAR COLLISION CENTER,363933,2970108MAT3428,Direct Repair Facility,31034556,3403879,cc:3403879
025484777,CARSTAR COLLISION CENTER,1,Billing Provider,Cleared,3856.53,CARSTAR COLLISION CENTER,363933,2970108MAT3428,Direct Repair Facility,30939806,3403879,cc:3403879
025484723,Honey Creek Collision,1,Billing Provider,Issued,504.52,HONEY CREEK COLLISION & CUSTOM PAINT INC,379086,2970469INTL746,Direct Repair Facility,31051955,3403629,cc:3403629
025477231,KEN GARFF OGDEN LLC,2,Billing Provider,Cleared,148.51,KEN GARFF OGDEN LLC,429504,2970647UTTH646,Direct Repair Facility,31025121,3403150,cc:3403150
025477231,KEN GARFF OGDEN LLC,1,Billing Provider,Cleared,233.14,KEN GARFF OGDEN LLC,429504,2970647UTTH646,Direct Repair Facility,30986192,3403150,cc:3403150
025477007,GROBENS AUTO BODY,1,Billing Provider,Cleared,4391.08,GROBENS AUTO BODY,21844,2970275NYTP105,Direct Repair Facility,30958054,3403026,cc:3403026
025476813,ACCURATE AUTO BODY,2,Billing Provider,Cleared,457.56,ACCURATE AUTO BODY,318012,2970631CATE068,Direct Repair Facility,30981507,3402596,cc:3402596
025476813,ACCURATE AUTO BODY,1,Billing Provider,Cleared,1309.29,ACCURATE AUTO BODY,318012,2970631CATE068,Direct Repair Facility,30943746,3402596,cc:3402596
025476809,BUTLER FORD,2,Billing Provider,Issued,41.6,BUTLER FORD,299515,TCCC647OR02723,Direct Repair Facility,31038936,3402514,cc:3402514
025476809,BUTLER FORD,1,Billing Provider,Cleared,608.8,BUTLER FORD,299515,TCCC647OR02723,Direct Repair Facility,31001267,3402514,cc:3402514
025475989,FORT LEE ROAD AUTO BODY,1,Billing Provider,Issued,1382.27,FORT LEE ROAD AUTO BODY,11693,2970306NJT2506,Direct Repair Facility,30988382,3401022,cc:3401022
025475963,BREEZY POINT AUTO BODY,1,Billing Provider,Issued,2185.98,BREEZY POINT AUTO BODY,321573,2970179CTT1330,Direct Repair Facility,30978257,3401216,cc:3401216
025472933,COURYS BODY SHOP,1,Billing Provider,Stopped,470.22,COURYS BODY SHOP,133987,2970306NJT1024,Direct Repair Facility,30989373,3397254,cc:3397254
025472933,COURYS BODY SHOP,1,Billing Provider,Stopped,470.22,COURYS BODY SHOP,133987,2970306NJT1024,Direct Repair Facility,30989373,3397254,cc:3397254
025472797,RUSSELL COLLISION CENTER,1,Billing Provider,Stopped,552.85,RUSSELL COLLISION CENTER,37114,2970336MDTV693,Direct Repair Facility,30933518,3397420,cc:3397420
025472797,RUSSELL COLLISION CENTER,1,Billing Provider,Stopped,552.85,RUSSELL COLLISION CENTER,37114,2970336MDTV693,Direct Repair Facility,30933518,3397420,cc:3397420
025472749,TRENTON CARSTAR,1,Billing Provider,Issued,1002.5,TRENTON CARSTAR,11677,2970306NJT1023,Direct Repair Facility,30948888,3397149,cc:3397149
